is_canceled,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,is_repeated_guest,previous_cancellations,total_of_special_requests,avg_daily_rate,booked_by_company,booked_by_agent,customer_type_Contract,customer_type_Group,customer_type_Transient,customer_type_Transient-Party
1,461,42,0,2,2,0,0,0,62.0,0,1,0,0,1,0
0,53,45,2,5,2,0,0,0,73.92,0,1,0,0,1,0
0,163,9,0,5,3,0,0,0,87.0,0,1,0,0,0,1
0,83,29,3,5,2,0,0,1,213.7,0,1,0,0,1,0
0,12,24,0,2,2,0,0,1,169.0,0,1,0,0,1,0
1,130,24,0,2,3,0,0,0,159.3,0,1,0,0,1,0
1,11,25,0,3,2,0,0,0,90.0,1,0,0,0,1,0
0,316,22,0,3,2,0,0,0,110.0,0,1,0,0,0,1
1,53,15,0,1,3,0,0,0,196.2,0,1,0,0,1,0
0,256,27,2,5,2,0,0,2,156.51,0,1,0,0,0,1
0,73,3,2,1,2,0,0,0,59.8,0,1,0,0,1,0
0,15,7,1,3,2,0,0,1,223.0,0,1,0,0,1,0
0,56,11,0,1,2,0,0,1,79.2,0,1,0,0,1,0
0,6,32,0,2,2,0,0,1,211.0,0,1,0,0,1,0
0,43,16,0,3,2,0,0,1,56.21,0,1,0,0,1,0
0,42,13,2,5,2,0,0,2,59.29,0,1,0,0,1,0
0,158,17,0,1,2,0,0,1,130.5,0,1,0,0,1,0
1,65,53,1,4,2,0,0,1,96.2,0,1,0,0,1,0
1,295,32,2,2,2,0,1,0,62.0,0,1,0,0,0,1
0,130,1,0,2,2,0,0,2,165.6,0,1,0,0,1,0
1,16,32,1,4,2,0,0,1,242.6,0,1,0,0,1,0
1,165,20,2,2,2,0,0,0,225.0,0,0,0,0,1,0
0,110,19,2,3,2,0,0,1,109.25,0,1,0,0,1,0
0,48,12,2,5,2,0,0,0,66.0,0,1,0,0,1,0
0,49,50,1,3,2,0,0,2,83.8,0,1,0,0,1,0
1,65,34,1,1,2,0,0,0,152.1,0,1,0,0,1,0
0,27,9,1,2,2,0,0,1,88.0,0,1,0,0,1,0
1,71,25,0,3,1,0,0,0,120.0,0,1,0,0,1,0
1,2,2,2,0,2,0,0,0,135.5,0,1,0,0,1,0
0,25,13,1,2,2,0,0,1,52.2,0,1,0,0,1,0
1,25,8,2,2,2,0,0,0,34.0,0,1,0,0,1,0
0,41,53,1,5,2,0,0,1,70.0,0,1,0,0,0,1
0,143,23,1,3,2,0,0,1,72.0,0,1,0,0,1,0
1,475,44,0,2,2,0,0,0,62.0,0,1,0,0,1,0
0,2,35,0,2,1,0,0,0,67.0,0,1,0,0,1,0
0,19,7,2,2,2,0,0,0,90.71,0,1,0,0,1,0
0,232,31,1,0,2,0,0,2,130.5,0,1,0,0,1,0
0,308,33,2,5,2,0,0,0,169.36,0,1,1,0,0,0
0,22,1,1,3,2,0,0,3,74.8,0,1,0,0,1,0
1,199,32,2,1,2,0,0,0,262.0,0,1,0,0,1,0
1,40,33,2,2,2,0,0,0,62.0,0,1,0,0,0,1
1,420,20,2,1,2,0,0,0,90.0,0,1,0,0,1,0
0,91,40,1,2,2,0,0,0,40.0,0,1,0,0,0,1
0,19,41,0,3,2,1,0,0,90.0,0,1,0,0,0,1
1,443,41,0,2,2,0,0,0,65.0,0,1,0,0,1,0
0,240,28,2,3,2,0,0,1,108.0,0,1,0,0,1,0
0,9,44,2,1,2,0,0,1,87.0,0,1,1,0,0,0
0,96,26,0,2,2,0,0,0,142.5,0,1,0,0,1,0
0,38,42,0,2,1,0,0,2,157.5,0,1,0,0,1,0
0,75,16,2,1,2,0,0,0,78.85,0,1,1,0,0,0
1,122,29,1,0,2,0,0,2,76.5,0,1,0,0,0,1
1,179,36,2,3,2,0,0,0,119.85,0,1,0,0,1,0
0,423,29,1,1,1,0,0,0,95.5,0,1,0,0,0,1
0,0,45,0,1,2,0,0,0,75.0,0,1,0,0,1,0
0,0,42,0,2,2,0,0,1,139.5,0,1,0,0,1,0
0,0,52,0,1,2,0,0,1,50.0,0,0,0,0,1,0
0,44,47,0,1,2,0,0,2,67.5,0,1,0,0,1,0
0,98,45,2,2,2,0,0,1,90.45,0,1,0,0,1,0
1,28,21,0,2,1,0,0,0,95.0,1,0,0,0,0,1
1,16,47,0,3,1,0,0,0,75.0,0,1,0,0,0,1
0,86,21,1,2,2,0,0,1,65.0,0,1,0,0,0,1
1,97,41,1,3,1,0,0,0,140.0,0,1,0,0,1,0
0,189,35,0,3,2,0,0,1,80.1,0,1,0,0,1,0
0,77,8,2,5,2,0,0,0,36.0,0,1,0,0,1,0
1,125,30,4,10,2,0,0,0,172.71,0,1,0,0,1,0
0,152,32,0,5,2,0,0,2,174.0,0,1,0,0,1,0
0,38,19,1,2,2,0,0,1,65.0,0,1,0,0,0,1
0,94,16,2,5,2,0,0,1,69.1,0,1,0,0,1,0
1,280,39,1,2,2,0,0,0,110.0,0,1,0,0,1,0
0,43,5,0,3,2,0,0,0,56.0,0,1,0,0,1,0
0,47,17,2,3,1,0,0,0,52.56,0,1,0,0,1,0
0,194,38,1,3,2,0,0,1,101.4,0,0,0,0,0,1
0,30,38,1,3,2,0,0,2,94.5,0,1,0,0,1,0
0,300,25,4,8,2,0,0,1,109.28,0,1,0,0,1,0
0,181,34,1,0,2,0,0,2,76.5,0,1,0,0,0,1
1,277,46,1,2,2,0,0,0,100.0,0,0,0,0,1,0
0,96,34,1,3,1,0,0,0,115.0,0,1,0,0,0,1
1,102,17,1,3,2,0,0,0,100.0,0,0,0,0,0,1
0,3,7,2,2,2,0,0,1,72.07,0,1,0,0,1,0
1,182,42,0,1,2,0,0,0,98.1,0,1,0,0,1,0
1,261,31,2,2,2,0,0,1,89.1,0,1,0,0,1,0
0,14,3,0,4,2,0,0,2,120.28,0,1,0,0,1,0
1,181,23,0,2,2,0,0,0,100.0,0,1,0,0,1,0
0,187,16,3,7,2,0,0,2,108.0,0,1,0,0,1,0
0,69,30,2,4,2,0,0,1,95.37,0,1,0,0,1,0
1,117,34,0,1,2,0,0,0,76.5,0,1,0,0,1,0
0,0,13,0,1,2,0,0,1,58.0,0,0,0,0,1,0
0,28,41,1,1,2,0,0,0,171.87,0,1,0,0,1,0
0,90,10,0,2,2,0,0,2,79.2,0,1,0,0,1,0
1,168,21,1,2,2,0,0,0,140.0,1,0,0,0,1,0
0,73,29,0,1,2,0,0,1,105.0,0,1,0,0,1,0
0,25,33,1,2,2,0,0,1,169.0,0,1,0,0,1,0
1,244,25,1,3,2,0,0,2,127.8,0,1,0,0,1,0
0,0,35,0,2,1,0,0,0,104.55,0,1,0,0,1,0
0,108,33,0,5,2,0,0,3,108.92,0,1,0,0,1,0
0,11,2,2,1,2,0,0,1,39.0,0,1,0,0,1,0
0,34,42,2,0,2,0,0,2,103.05,0,1,1,0,0,0
0,11,6,2,1,2,0,0,1,81.0,0,1,0,0,1,0
0,117,31,2,1,2,0,0,0,94.5,0,1,0,0,0,1
0,46,15,2,1,2,0,0,0,107.1,0,1,0,0,1,0
0,92,46,0,1,2,0,0,0,90.0,0,1,0,0,0,1
1,31,41,2,1,1,0,0,1,114.3,0,1,0,0,1,0
0,23,38,2,0,2,0,0,2,100.1,0,1,0,0,1,0
0,0,31,0,1,2,0,0,1,0.0,0,0,0,0,1,0
0,23,43,0,0,1,0,0,0,0.0,1,0,0,0,0,1
0,1,7,1,0,2,0,0,1,58.0,0,0,0,0,1,0
0,377,42,0,2,2,0,0,1,115.0,0,1,0,0,0,1
0,103,15,0,4,2,0,0,1,84.58,0,1,0,0,1,0
1,168,11,0,5,1,0,0,1,37.8,0,1,0,0,1,0
1,391,32,0,2,2,0,0,0,62.0,0,1,0,0,1,0
0,168,26,4,10,2,0,0,1,106.71,0,1,0,0,1,0
0,181,31,2,5,3,0,0,2,230.84,0,1,0,0,1,0
0,5,3,0,2,1,1,11,1,73.9,0,1,0,0,1,0
0,0,31,1,0,2,0,0,0,69.7,0,1,0,0,1,0
0,119,19,0,3,2,0,0,0,120.0,0,1,0,0,0,1
0,1,39,0,1,2,0,0,2,215.0,0,1,1,0,0,0
1,334,38,0,2,2,0,1,0,62.0,0,1,0,0,0,1
1,22,47,0,1,1,0,0,0,62.0,1,0,0,0,0,1
1,56,24,0,1,2,0,0,0,120.0,0,1,0,0,0,1
1,183,49,2,1,2,0,0,0,72.0,0,1,0,0,1,0
0,10,53,0,1,2,0,0,0,180.0,0,1,0,0,1,0
1,95,16,2,5,2,0,0,0,68.4,0,1,0,0,1,0
1,0,35,2,6,2,0,0,0,62.8,0,0,0,0,1,0
0,302,20,2,5,2,0,0,0,48.0,0,1,0,0,1,0
0,16,13,1,0,2,0,0,2,48.0,0,1,0,0,0,1
0,48,45,0,3,2,0,0,2,88.2,0,1,0,0,1,0
0,0,6,0,1,2,0,0,0,68.0,0,1,0,0,0,1
1,301,33,0,2,2,0,1,0,101.5,0,1,0,0,0,1
0,28,43,0,2,2,0,0,1,43.89,0,1,0,0,1,0
0,80,5,1,1,2,0,0,1,63.65,0,1,0,0,0,1
1,39,33,0,2,2,0,0,0,101.5,0,1,0,0,0,1
0,176,31,2,4,2,0,0,1,108.45,0,1,0,0,1,0
1,161,31,1,1,2,0,0,0,121.5,0,1,0,0,1,0
0,3,33,2,1,2,0,0,2,65.0,0,1,0,0,1,0
1,140,18,0,2,2,0,0,2,114.0,0,1,0,0,1,0
0,220,40,4,10,2,0,0,2,72.75,0,1,1,0,0,0
1,15,34,2,2,2,0,0,1,129.0,0,1,0,0,1,0
0,0,41,0,1,2,0,0,0,163.0,0,0,0,0,1,0
1,29,8,0,4,2,0,0,1,98.6,0,1,0,0,1,0
1,85,41,1,3,1,0,0,0,75.0,0,1,0,0,0,1
0,124,45,2,2,2,0,0,0,140.15,0,1,0,0,1,0
1,53,53,1,2,2,0,1,1,93.33,0,1,1,0,0,0
0,59,48,0,3,2,0,0,2,104.0,0,1,0,0,1,0
0,107,9,0,3,2,0,0,2,93.6,0,1,0,0,1,0
0,248,39,1,2,3,0,0,1,145.0,0,1,0,0,1,0
0,116,23,0,3,2,0,0,0,75.0,0,1,0,0,1,0
0,65,15,0,3,2,0,0,2,132.0,0,1,0,0,1,0
1,202,26,2,1,2,0,0,0,89.1,0,1,0,0,1,0
0,462,26,2,1,1,0,0,0,0.0,0,1,0,0,0,1
0,4,26,0,1,2,0,0,1,160.0,0,1,0,0,1,0
0,193,35,2,2,2,0,0,0,95.2,0,1,0,0,1,0
0,89,45,2,3,1,0,0,0,61.8,0,1,0,0,1,0
1,99,42,0,4,2,0,0,0,187.2,0,1,0,0,1,0
0,157,27,1,1,2,0,0,0,86.63,0,1,0,0,1,0
0,101,22,0,4,2,0,0,0,132.6,0,1,0,0,0,1
1,315,28,1,1,2,0,0,0,99.9,0,1,0,0,1,0
1,47,38,2,2,2,0,0,2,158.78,0,1,0,0,1,0
0,73,41,0,1,1,0,0,1,113.4,0,1,0,0,1,0
0,26,21,0,1,1,0,0,0,45.0,0,1,0,0,1,0
0,3,51,1,0,1,0,0,1,26.0,0,1,0,0,1,0
0,94,41,2,5,2,0,0,0,77.43,0,1,0,0,1,0
0,209,31,1,4,1,0,0,0,55.96,0,1,0,0,1,0
1,468,20,0,2,2,0,1,0,67.0,0,1,0,0,0,1
1,172,26,0,2,1,0,0,0,95.0,0,1,0,0,0,1
1,42,17,2,5,2,0,0,0,71.0,0,1,0,0,1,0
0,77,53,0,3,2,0,0,1,109.93,0,1,1,0,0,0
0,80,49,0,2,2,0,0,1,51.8,0,1,0,0,0,1
0,63,15,1,4,2,0,0,0,128.35,0,1,0,0,1,0
0,42,20,0,2,2,0,0,0,116.1,0,1,0,0,1,0
1,140,47,0,3,2,0,0,0,75.0,0,1,0,0,0,1
0,7,2,0,2,1,0,0,1,0.0,0,0,0,0,1,0
1,1,10,2,1,1,0,0,0,60.0,0,1,0,0,0,1
1,101,27,1,5,1,0,0,0,140.0,0,0,0,0,1,0
0,70,21,2,5,2,0,0,0,63.4,0,1,1,0,0,0
0,18,40,2,2,2,0,0,1,99.75,0,1,0,0,1,0
0,7,25,1,2,2,0,0,1,102.33,0,1,0,0,1,0
0,105,22,1,2,2,0,0,2,126.0,0,0,0,0,1,0
0,377,42,0,2,2,0,0,1,115.0,0,1,0,0,0,1
1,179,27,0,2,2,0,0,0,65.0,0,1,0,0,1,0
0,222,41,2,3,2,0,0,1,102.85,0,1,0,0,1,0
1,278,30,0,2,2,0,1,0,62.0,0,1,0,0,0,1
0,3,2,0,2,1,0,0,1,43.0,0,1,0,0,1,0
0,7,42,1,3,1,0,0,0,76.0,1,0,0,0,0,1
1,302,33,2,2,2,0,1,0,62.0,0,1,0,0,0,1
0,31,47,2,2,2,1,0,0,77.0,1,0,0,0,1,0
1,79,20,0,2,2,0,0,0,112.5,0,1,0,0,1,0
0,0,12,2,1,1,0,0,1,95.4,0,1,0,0,1,0
1,38,23,0,2,2,0,0,1,160.0,0,1,0,0,1,0
0,102,11,2,5,2,0,0,0,40.5,0,1,0,0,1,0
0,13,29,1,3,2,0,0,0,160.0,0,1,0,0,1,0
0,3,45,0,2,2,0,0,2,74.0,0,1,0,0,1,0
0,40,12,2,1,2,0,0,2,35.15,0,1,0,0,1,0
1,36,40,0,3,2,0,0,0,75.0,0,1,0,0,0,1
1,109,30,2,5,2,0,0,2,163.29,0,1,0,0,1,0
0,184,24,1,2,2,0,0,1,89.1,0,1,0,0,1,0
1,103,13,1,1,2,0,0,0,65.0,0,1,0,0,1,0
0,19,41,0,3,1,1,0,0,80.0,0,1,0,0,0,1
0,254,34,2,1,2,0,0,0,174.0,0,1,0,0,1,0
1,16,43,0,1,2,0,1,1,215.0,0,1,0,0,1,0
1,212,34,4,10,2,0,0,2,160.0,0,1,0,0,1,0
0,0,15,1,0,2,0,0,2,135.0,0,0,0,0,1,0
0,222,49,1,2,3,0,0,2,110.7,0,1,0,0,1,0
0,3,34,0,2,2,0,0,1,206.0,0,1,0,0,1,0
1,55,25,0,2,2,0,0,1,140.0,0,1,0,0,1,0
0,177,24,2,5,2,0,0,2,142.0,0,1,0,0,1,0
1,36,32,0,2,2,0,0,0,62.0,0,1,0,0,0,1
0,184,42,2,6,2,0,0,1,65.29,0,1,0,0,0,1
0,122,34,1,2,1,0,0,1,120.0,0,1,0,0,1,0
1,524,51,0,2,2,0,0,0,62.8,0,1,0,0,1,0
0,81,21,2,0,2,0,0,1,90.0,0,1,0,0,0,1
1,15,8,0,4,2,0,0,0,71.4,0,1,0,0,1,0
1,157,18,1,3,2,0,0,0,130.0,0,1,0,0,1,0
0,9,21,1,0,2,0,0,0,70.0,0,0,0,0,0,1
1,92,11,0,3,2,0,0,0,85.0,0,0,0,0,1,0
0,174,16,2,3,2,0,0,1,117.0,0,1,0,0,1,0
0,29,8,1,4,3,0,0,3,124.44,0,1,0,0,1,0
0,17,40,0,2,2,0,0,1,89.71,0,1,0,0,1,0
0,241,22,2,2,2,0,0,2,95.6,0,1,0,0,1,0
0,192,39,2,3,2,0,0,0,102.0,0,1,0,0,0,1
0,231,41,3,6,2,0,0,0,1.56,0,1,0,0,0,1
0,3,10,1,0,1,0,0,0,78.4,0,1,0,0,1,0
0,0,16,0,1,2,1,0,1,55.0,0,0,0,0,1,0
0,14,19,0,4,2,0,0,1,148.0,0,1,0,0,1,0
1,15,35,1,1,2,0,0,0,153.0,0,1,1,0,0,0
0,32,23,1,3,2,0,0,2,142.0,0,1,0,0,1,0
0,249,21,0,3,2,0,0,3,123.05,0,1,0,0,1,0
0,43,40,2,3,2,0,0,0,58.4,0,1,0,0,1,0
0,112,53,0,3,2,0,0,0,224.67,0,0,0,0,0,1
0,117,20,2,2,2,0,0,1,99.45,0,1,0,0,1,0
1,92,40,0,1,2,0,0,0,170.0,0,1,0,0,1,0
0,14,41,0,2,2,0,0,1,66.0,0,0,0,0,1,0
1,126,32,2,3,2,0,0,0,259.0,0,1,0,0,1,0
1,8,16,0,3,2,0,0,1,124.0,0,1,0,0,1,0
0,1,33,1,0,3,0,0,0,276.0,0,1,0,0,1,0
1,281,16,0,2,2,0,0,0,62.0,0,1,0,0,1,0
1,82,7,2,0,2,1,1,0,86.0,0,1,0,0,0,1
0,60,48,2,3,2,0,0,0,53.84,0,1,0,0,1,0
0,1,26,0,3,1,0,0,0,95.0,1,0,0,0,1,0
0,315,34,2,5,2,0,0,1,282.03,0,1,0,0,1,0
0,6,10,2,5,2,0,0,0,70.0,0,1,0,0,1,0
1,157,18,1,3,2,0,0,0,130.0,0,1,0,0,1,0
0,16,4,1,2,2,0,0,1,68.0,0,1,0,0,1,0
1,265,31,3,6,2,0,0,0,89.1,0,1,0,0,1,0
0,63,20,0,2,2,0,0,2,144.0,0,1,0,0,1,0
1,145,36,1,2,2,0,0,0,90.0,0,1,0,0,0,1
0,0,7,0,1,1,0,0,0,27.0,1,0,0,0,1,0
0,26,5,1,1,2,0,0,0,90.0,0,1,0,0,1,0
1,356,41,0,2,2,0,1,0,62.0,0,1,1,0,0,0
0,203,33,0,3,2,0,0,1,105.3,0,1,0,0,1,0
0,67,31,2,6,2,0,0,1,193.13,0,1,0,0,1,0
0,44,1,2,1,2,0,0,0,98.0,0,1,0,0,0,1
0,53,26,1,2,2,0,0,1,32.5,0,1,0,0,0,1
0,98,47,1,2,2,0,0,1,124.2,0,1,0,0,1,0
0,19,28,0,4,2,0,0,2,175.0,0,1,0,0,1,0
0,108,33,1,3,1,0,0,3,155.0,0,1,0,0,0,1
0,5,7,0,1,1,0,0,2,71.0,0,1,0,0,0,1
0,176,31,0,3,2,0,0,0,80.1,0,1,0,0,1,0
1,179,27,0,2,2,0,0,0,65.0,0,1,0,0,1,0
1,281,30,2,2,2,0,1,0,62.0,0,1,0,0,0,1
0,133,44,2,2,2,0,0,1,108.38,0,1,0,0,1,0
0,92,40,1,3,2,0,0,0,102.68,0,1,0,0,1,0
1,379,44,1,1,2,0,1,0,62.0,0,1,0,0,1,0
0,84,48,1,2,2,0,0,0,64.0,0,1,0,0,0,1
1,57,34,0,2,2,0,0,1,149.0,0,1,0,0,1,0
0,89,30,0,2,2,0,0,1,96.0,0,1,0,0,1,0
0,92,29,1,2,2,0,0,3,103.5,0,1,0,0,1,0
1,240,43,1,2,2,0,0,0,110.0,0,1,0,0,1,0
0,83,45,1,3,2,0,0,1,92.0,0,1,0,0,1,0
0,54,16,1,5,2,0,0,0,54.56,0,1,0,0,1,0
1,138,34,0,3,3,0,0,0,195.0,0,1,0,0,1,0
0,3,18,2,3,1,0,0,1,116.0,0,1,0,0,0,1
0,71,35,2,2,2,0,0,1,131.4,0,1,0,0,1,0
0,9,37,1,3,2,0,0,1,172.1,0,1,0,0,1,0
0,38,9,1,1,2,0,0,1,73.2,0,1,0,0,1,0
0,72,37,0,2,2,0,0,0,126.0,0,1,0,0,0,1
1,334,38,0,2,2,0,1,0,62.0,0,1,0,0,0,1
0,33,35,2,5,2,0,0,0,218.0,0,1,0,0,1,0
1,70,23,0,2,2,0,0,0,100.0,0,1,0,0,0,1
1,31,16,0,1,2,0,0,0,94.5,0,1,0,0,1,0
0,84,37,0,1,1,1,1,0,65.0,1,0,0,0,1,0
1,315,49,0,2,2,0,0,0,52.0,0,1,0,0,1,0
0,105,1,1,2,2,0,0,0,29.0,0,1,0,0,1,0
0,18,30,1,4,2,0,0,0,191.0,0,1,0,0,0,1
